-10 -1.19179
-9.73333 -1.04957
-9.46667 -1.00088
-9.2 -1.02581
-8.93333 -1.13423
-8.66667 -1.37715
-8.4 -1.92571
-8.13333 -3.6267
-7.86667 -78.8352
-7.6 3.97994
-7.33333 2.01028
-7.06667 1.41151
-6.8 1.15022
-6.53333 1.03212
-6.26667 1.00014
-6 1.04148
-5.73333 1.17288
-5.46667 1.46036
-5.2 2.1344
-4.93333 4.56306
-4.66667 -21.8788
-4.4 -3.2538
-4.13333 -1.82737
-3.86667 -1.33609
-3.6 -1.11513
-3.33333 -1.01867
-3.06667 -1.00281
-2.8 -1.06132
-2.53333 -1.21856
-2.26667 -1.55993
-2 -0.416147
-1.73333 -0.161822
-1.46667 0.103942
-1.2 0.362358
-0.933333 0.595159
-0.666667 0.785887
-0.4 0.921061
-0.133333 0.991124
0.133333 0.991124
0.4 0.921061
0.666667 0.785887
0.933333 0.595159
1.2 0.362358
1.46667 0.103942
1.73333 -0.161822
2 -0.416147
2.26667 -0.641054
2.53333 -0.820644
2.8 -0.942222
3.06667 -0.997194
3.33333 -0.981674
3.6 -0.896758
3.86667 -0.74845
4.13333 -0.547234
4.4 -0.307333
4.66667 -0.0457064
4.93333 0.219151
5.2 0.468517
5.46667 0.684762
5.73333 0.852602
6 2.4
6.26667 2.50667
6.53333 2.61333
6.8 2.72
7.06667 2.82667
7.33333 2.93333
7.6 3.04
7.86667 3.14667
8.13333 3.25333
8.4 3.36
8.66667 3.46667
8.93333 3.57333
9.2 3.68
9.46667 3.78667
9.73333 3.89333
10 4
10.2667 4.10667
10.5333 4.21333
10.8 4.32
11.0667 4.42667
11.3333 4.53333
11.6 4.64
11.8667 4.74667
12.1333 4.85333
12.4 4.96
12.6667 5.06667
12.9333 5.17333
13.2 5.28
13.4667 5.38667
13.7333 5.49333
14 2.8
14.2667 2.85333
14.5333 2.90667
14.8 2.96
15.0667 3.01333
15.3333 3.06667
15.6 3.12
15.8667 3.17333
16.1333 3.22667
16.4 3.28
16.6667 3.33333
16.9333 3.38667
17.2 3.44
17.4667 3.49333
17.7333 3.54667
18 3.6
18.2667 3.65333
18.5333 3.70667
18.8 3.76
19.0667 3.81333
19.3333 3.86667
19.6 3.92
19.8667 3.97333
20.1333 4.02667
20.4 4.08
20.6667 4.13333
20.9333 4.18667
21.2 4.24
21.4667 4.29333
21.7333 4.34667
22 0.00206612
22.2667 0.00201692
22.5333 0.00196947
22.8 0.00192367
23.0667 0.00187945
23.3333 0.00183673
23.6 0.00179546
23.8667 0.00175556
24.1333 0.00171698
24.4 0.00167966
24.6667 0.00164354
24.9333 0.00160857
25.2 0.0015747
25.4667 0.0015419
25.7333 0.00151011
26 0.00147929
26.2667 0.00144941
26.5333 0.00142042
26.8 0.00139229
27.0667 0.00136499
27.3333 0.00133849
27.6 0.00131275
27.8667 0.00128775
28.1333 0.00126345
28.4 0.00123983
28.6667 0.00121687
28.9333 0.00119455
29.2 0.00117283
29.4667 0.0011517
29.7333 0.00113113
30 0.00111111
